tanggal,jenis_transaksi,kategori_transaksi,jumlah,keterangan
2024-05-23,Pengeluaran,perlengkapan,494882,Pengeluaran - perlengkapan
2024-09-17,Pemasukan,penjualan,350898,Pemasukan - penjualan
2024-06-08,Pengeluaran,transportasi,211716,Pengeluaran - transportasi
2024-02-05,Pengeluaran,bahan baku,113077,Pengeluaran - bahan baku
2024-02-22,Pengeluaran,bahan baku,73066,Pengeluaran - bahan baku
2024-04-05,Pengeluaran,perlengkapan,488065,Pengeluaran - perlengkapan
2024-04-19,Pemasukan,penjualan,260706,Pemasukan - penjualan
2024-04-26,Pemasukan,penjualan,434960,Pemasukan - penjualan
2024-09-07,Pemasukan,penjualan,450566,Pemasukan - penjualan
2024-03-15,Pemasukan,penjualan,46846,Pemasukan - penjualan
2024-06-23,Pemasukan,penjualan,448892,Pemasukan - penjualan
2024-05-14,Pemasukan,penjualan,350362,Pemasukan - penjualan
2024-11-05,Pemasukan,penjualan,94323,Pemasukan - penjualan
2024-08-17,Pemasukan,penjualan,150633,Pemasukan - penjualan
2024-11-04,Pemasukan,penjualan,267290,Pemasukan - penjualan
2024-12-12,Pemasukan,penjualan,162974,Pemasukan - penjualan
2024-09-30,Pemasukan,penjualan,102570,Pemasukan - penjualan
2024-04-23,Pemasukan,penjualan,459979,Pemasukan - penjualan
2024-11-05,Pengeluaran,listrik,20709,Pengeluaran - listrik
2024-07-22,Pengeluaran,bahan baku,202776,Pengeluaran - bahan baku
2024-04-10,Pengeluaran,bahan baku,226702,Pengeluaran - bahan baku
2024-08-16,Pemasukan,penjualan,283250,Pemasukan - penjualan
2024-04-20,Pemasukan,penjualan,365560,Pemasukan - penjualan
2024-11-12,Pemasukan,penjualan,213844,Pemasukan - penjualan
2024-01-22,Pengeluaran,listrik,449605,Pengeluaran - listrik
2024-11-07,Pemasukan,penjualan,490787,Pemasukan - penjualan
2024-10-05,Pemasukan,penjualan,374099,Pemasukan - penjualan
2024-02-28,Pemasukan,penjualan,11187,Pemasukan - penjualan
2024-11-07,Pemasukan,penjualan,290746,Pemasukan - penjualan
2024-02-12,Pengeluaran,perlengkapan,147036,Pengeluaran - perlengkapan
2024-04-07,Pengeluaran,perlengkapan,110635,Pengeluaran - perlengkapan
2024-05-26,Pengeluaran,gaji,261539,Pengeluaran - gaji
2024-02-03,Pemasukan,penjualan,487392,Pemasukan - penjualan
2024-08-18,Pengeluaran,listrik,52313,Pengeluaran - listrik
2024-05-21,Pemasukan,penjualan,185731,Pemasukan - penjualan
2024-06-02,Pengeluaran,perlengkapan,170470,Pengeluaran - perlengkapan
2024-11-13,Pemasukan,penjualan,334711,Pemasukan - penjualan
2024-10-23,Pengeluaran,perlengkapan,463069,Pengeluaran - perlengkapan
2024-11-07,Pengeluaran,bahan baku,29768,Pengeluaran - bahan baku
2024-02-21,Pengeluaran,perlengkapan,177556,Pengeluaran - perlengkapan
2024-09-21,Pemasukan,penjualan,327949,Pemasukan - penjualan
2024-08-19,Pengeluaran,bahan baku,466011,Pengeluaran - bahan baku
2024-02-16,Pemasukan,penjualan,342543,Pemasukan - penjualan
2024-11-09,Pemasukan,penjualan,409293,Pemasukan - penjualan
2024-02-09,Pemasukan,penjualan,98107,Pemasukan - penjualan
2024-02-14,Pengeluaran,perlengkapan,167550,Pengeluaran - perlengkapan
2024-05-02,Pengeluaran,gaji,47365,Pengeluaran - gaji
2024-03-07,Pemasukan,penjualan,216452,Pemasukan - penjualan
2024-10-03,Pengeluaran,transportasi,356438,Pengeluaran - transportasi
2024-07-27,Pemasukan,penjualan,471551,Pemasukan - penjualan
2024-01-31,Pengeluaran,perlengkapan,71738,Pengeluaran - perlengkapan
2024-03-07,Pemasukan,penjualan,439998,Pemasukan - penjualan
2024-07-11,Pemasukan,penjualan,33951,Pemasukan - penjualan
2024-10-24,Pengeluaran,listrik,377759,Pengeluaran - listrik
2024-11-03,Pengeluaran,bahan baku,180487,Pengeluaran - bahan baku
2024-08-19,Pemasukan,penjualan,220772,Pemasukan - penjualan
2024-11-13,Pemasukan,penjualan,351409,Pemasukan - penjualan
2024-11-27,Pemasukan,penjualan,84619,Pemasukan - penjualan
2024-09-25,Pemasukan,penjualan,37983,Pemasukan - penjualan
2024-04-01,Pengeluaran,listrik,397151,Pengeluaran - listrik
2024-02-09,Pengeluaran,gaji,307301,Pengeluaran - gaji
2024-02-07,Pemasukan,penjualan,390034,Pemasukan - penjualan
2024-11-17,Pengeluaran,transportasi,74702,Pengeluaran - transportasi
2024-08-01,Pengeluaran,bahan baku,383029,Pengeluaran - bahan baku
2024-02-08,Pemasukan,penjualan,42517,Pemasukan - penjualan
2024-06-12,Pengeluaran,transportasi,299324,Pengeluaran - transportasi
2024-11-16,Pengeluaran,bahan baku,187280,Pengeluaran - bahan baku
2024-11-21,Pengeluaran,transportasi,113145,Pengeluaran - transportasi
2024-01-31,Pemasukan,penjualan,72416,Pemasukan - penjualan
2024-01-14,Pemasukan,penjualan,450188,Pemasukan - penjualan
2024-04-06,Pengeluaran,bahan baku,87586,Pengeluaran - bahan baku
2024-02-21,Pengeluaran,bahan baku,283366,Pengeluaran - bahan baku
2024-12-14,Pemasukan,penjualan,63225,Pemasukan - penjualan
2024-01-28,Pengeluaran,bahan baku,93066,Pengeluaran - bahan baku
2024-04-28,Pengeluaran,gaji,226491,Pengeluaran - gaji
2024-01-03,Pengeluaran,transportasi,155366,Pengeluaran - transportasi
2024-01-27,Pengeluaran,gaji,230333,Pengeluaran - gaji
2024-01-04,Pemasukan,penjualan,246742,Pemasukan - penjualan
2024-03-14,Pemasukan,penjualan,81442,Pemasukan - penjualan
2024-01-31,Pemasukan,penjualan,296940,Pemasukan - penjualan
2024-08-12,Pengeluaran,listrik,217929,Pengeluaran - listrik
2024-09-18,Pemasukan,penjualan,463822,Pemasukan - penjualan
2024-09-30,Pengeluaran,listrik,227546,Pengeluaran - listrik
2024-08-19,Pemasukan,penjualan,498643,Pemasukan - penjualan
2024-11-25,Pengeluaran,gaji,262423,Pengeluaran - gaji
2024-05-02,Pengeluaran,bahan baku,483717,Pengeluaran - bahan baku
2024-10-07,Pemasukan,penjualan,171704,Pemasukan - penjualan
2024-01-12,Pengeluaran,bahan baku,479170,Pengeluaran - bahan baku
2024-10-08,Pengeluaran,listrik,163054,Pengeluaran - listrik
2024-05-14,Pemasukan,penjualan,216926,Pemasukan - penjualan
2024-09-28,Pengeluaran,transportasi,285701,Pengeluaran - transportasi
2024-08-03,Pemasukan,penjualan,173754,Pemasukan - penjualan
2024-07-14,Pengeluaran,bahan baku,107721,Pengeluaran - bahan baku
2024-10-14,Pemasukan,penjualan,147507,Pemasukan - penjualan
2024-02-15,Pengeluaran,gaji,224548,Pengeluaran - gaji
2024-03-13,Pengeluaran,bahan baku,226557,Pengeluaran - bahan baku
2024-11-26,Pengeluaran,transportasi,475751,Pengeluaran - transportasi
2024-07-19,Pemasukan,penjualan,313354,Pemasukan - penjualan
2024-08-13,Pengeluaran,listrik,217905,Pengeluaran - listrik
2024-12-28,Pemasukan,penjualan,56867,Pemasukan - penjualan
2024-04-17,Pengeluaran,listrik,124203,Pengeluaran - listrik
2024-05-28,Pemasukan,penjualan,125717,Pemasukan - penjualan
2024-09-03,Pengeluaran,transportasi,384197,Pengeluaran - transportasi
2024-07-18,Pengeluaran,bahan baku,256038,Pengeluaran - bahan baku
2024-10-01,Pengeluaran,transportasi,333881,Pengeluaran - transportasi
2024-01-30,Pemasukan,penjualan,95173,Pemasukan - penjualan
2024-11-06,Pengeluaran,bahan baku,15331,Pengeluaran - bahan baku
2024-09-08,Pengeluaran,transportasi,153391,Pengeluaran - transportasi
2024-08-19,Pengeluaran,listrik,379656,Pengeluaran - listrik
2024-05-10,Pengeluaran,transportasi,86434,Pengeluaran - transportasi
2024-10-11,Pemasukan,penjualan,28828,Pemasukan - penjualan
2024-01-13,Pemasukan,penjualan,400706,Pemasukan - penjualan
2024-05-31,Pengeluaran,listrik,159830,Pengeluaran - listrik
2024-01-25,Pengeluaran,bahan baku,39148,Pengeluaran - bahan baku
2024-10-23,Pemasukan,penjualan,124019,Pemasukan - penjualan
2024-04-30,Pemasukan,penjualan,268397,Pemasukan - penjualan
2024-06-15,Pengeluaran,bahan baku,393732,Pengeluaran - bahan baku
2024-01-24,Pemasukan,penjualan,20767,Pemasukan - penjualan
2024-08-26,Pemasukan,penjualan,85881,Pemasukan - penjualan
2024-12-31,Pemasukan,penjualan,91893,Pemasukan - penjualan
2024-02-18,Pemasukan,penjualan,456972,Pemasukan - penjualan
2024-03-21,Pengeluaran,listrik,102132,Pengeluaran - listrik
2024-03-20,Pengeluaran,gaji,220793,Pengeluaran - gaji
2024-03-04,Pemasukan,penjualan,84320,Pemasukan - penjualan
2024-04-22,Pengeluaran,bahan baku,499481,Pengeluaran - bahan baku
2024-02-13,Pengeluaran,bahan baku,176083,Pengeluaran - bahan baku
2024-05-17,Pengeluaran,transportasi,198165,Pengeluaran - transportasi
2024-01-06,Pemasukan,penjualan,24581,Pemasukan - penjualan
2024-12-02,Pengeluaran,listrik,52809,Pengeluaran - listrik
2024-03-08,Pemasukan,penjualan,439725,Pemasukan - penjualan
2024-12-07,Pengeluaran,perlengkapan,465558,Pengeluaran - perlengkapan
2024-11-23,Pemasukan,penjualan,284916,Pemasukan - penjualan
2024-07-01,Pemasukan,penjualan,201595,Pemasukan - penjualan
2024-08-08,Pengeluaran,gaji,91613,Pengeluaran - gaji
2024-12-11,Pemasukan,penjualan,186513,Pemasukan - penjualan
2024-02-04,Pengeluaran,transportasi,334536,Pengeluaran - transportasi
2024-12-02,Pengeluaran,perlengkapan,166443,Pengeluaran - perlengkapan
2024-09-02,Pemasukan,penjualan,447928,Pemasukan - penjualan
2024-07-22,Pengeluaran,transportasi,239357,Pengeluaran - transportasi
2024-03-22,Pemasukan,penjualan,321100,Pemasukan - penjualan
2024-07-13,Pemasukan,penjualan,328698,Pemasukan - penjualan
2024-05-05,Pengeluaran,perlengkapan,479804,Pengeluaran - perlengkapan
2024-12-06,Pengeluaran,transportasi,389451,Pengeluaran - transportasi
2024-01-12,Pemasukan,penjualan,35594,Pemasukan - penjualan
2024-07-30,Pemasukan,penjualan,469751,Pemasukan - penjualan
2024-11-19,Pengeluaran,listrik,151791,Pengeluaran - listrik
2024-11-01,Pengeluaran,perlengkapan,241757,Pengeluaran - perlengkapan
2024-09-03,Pemasukan,penjualan,237657,Pemasukan - penjualan
2024-05-26,Pemasukan,penjualan,362933,Pemasukan - penjualan
2024-06-08,Pengeluaran,listrik,298341,Pengeluaran - listrik
2024-06-25,Pengeluaran,perlengkapan,256998,Pengeluaran - perlengkapan
2024-08-02,Pemasukan,penjualan,39349,Pemasukan - penjualan
2024-03-03,Pengeluaran,bahan baku,465209,Pengeluaran - bahan baku
2024-12-18,Pemasukan,penjualan,496630,Pemasukan - penjualan
2024-03-28,Pengeluaran,transportasi,321623,Pengeluaran - transportasi
2024-02-21,Pemasukan,penjualan,205551,Pemasukan - penjualan
2024-10-17,Pemasukan,penjualan,382249,Pemasukan - penjualan
2024-12-13,Pemasukan,penjualan,464647,Pemasukan - penjualan
2024-09-19,Pemasukan,penjualan,282923,Pemasukan - penjualan
2024-12-12,Pemasukan,penjualan,74950,Pemasukan - penjualan
2024-11-12,Pemasukan,penjualan,455707,Pemasukan - penjualan
2024-07-23,Pengeluaran,bahan baku,54047,Pengeluaran - bahan baku
2024-05-11,Pemasukan,penjualan,459375,Pemasukan - penjualan
2024-05-07,Pengeluaran,listrik,471187,Pengeluaran - listrik
2024-08-06,Pengeluaran,gaji,415406,Pengeluaran - gaji
2024-02-24,Pemasukan,penjualan,182810,Pemasukan - penjualan
2024-05-16,Pemasukan,penjualan,237618,Pemasukan - penjualan
2024-10-19,Pengeluaran,bahan baku,413422,Pengeluaran - bahan baku
2024-08-11,Pemasukan,penjualan,397881,Pemasukan - penjualan
2024-04-24,Pemasukan,penjualan,156751,Pemasukan - penjualan
2024-12-08,Pengeluaran,perlengkapan,437435,Pengeluaran - perlengkapan
2024-08-11,Pengeluaran,gaji,94456,Pengeluaran - gaji
2024-09-13,Pengeluaran,perlengkapan,67342,Pengeluaran - perlengkapan
2024-06-12,Pemasukan,penjualan,185106,Pemasukan - penjualan
2024-05-26,Pengeluaran,perlengkapan,384147,Pengeluaran - perlengkapan
2024-12-22,Pengeluaran,transportasi,441865,Pengeluaran - transportasi
2024-08-23,Pemasukan,penjualan,338330,Pemasukan - penjualan
2024-02-11,Pengeluaran,listrik,469859,Pengeluaran - listrik
2024-07-10,Pemasukan,penjualan,483672,Pemasukan - penjualan
2024-04-01,Pengeluaran,transportasi,299097,Pengeluaran - transportasi
2024-09-20,Pemasukan,penjualan,110672,Pemasukan - penjualan
2024-10-02,Pengeluaran,bahan baku,394805,Pengeluaran - bahan baku
2024-07-22,Pengeluaran,bahan baku,230156,Pengeluaran - bahan baku
2024-05-12,Pemasukan,penjualan,146469,Pemasukan - penjualan
2024-08-21,Pemasukan,penjualan,489579,Pemasukan - penjualan
2024-03-02,Pemasukan,penjualan,278073,Pemasukan - penjualan
2024-09-22,Pengeluaran,bahan baku,159433,Pengeluaran - bahan baku
2024-07-23,Pengeluaran,bahan baku,177829,Pengeluaran - bahan baku
2024-09-29,Pemasukan,penjualan,284836,Pemasukan - penjualan
2024-06-13,Pemasukan,penjualan,258167,Pemasukan - penjualan
2024-02-04,Pengeluaran,bahan baku,498182,Pengeluaran - bahan baku
2024-06-14,Pemasukan,penjualan,255522,Pemasukan - penjualan
2024-11-23,Pengeluaran,perlengkapan,48623,Pengeluaran - perlengkapan
2024-06-28,Pengeluaran,perlengkapan,388756,Pengeluaran - perlengkapan
2024-12-21,Pemasukan,penjualan,119470,Pemasukan - penjualan
2024-11-09,Pengeluaran,gaji,353604,Pengeluaran - gaji
2024-01-04,Pengeluaran,gaji,11455,Pengeluaran - gaji
2024-09-14,Pengeluaran,transportasi,401610,Pengeluaran - transportasi
2024-02-21,Pengeluaran,listrik,452439,Pengeluaran - listrik
2024-01-13,Pengeluaran,perlengkapan,277416,Pengeluaran - perlengkapan
2024-08-16,Pengeluaran,transportasi,156851,Pengeluaran - transportasi
2024-06-11,Pengeluaran,perlengkapan,262282,Pengeluaran - perlengkapan
2024-04-17,Pemasukan,penjualan,428750,Pemasukan - penjualan
2024-12-17,Pemasukan,penjualan,488293,Pemasukan - penjualan
2024-11-06,Pengeluaran,gaji,163341,Pengeluaran - gaji
2024-03-17,Pengeluaran,perlengkapan,240219,Pengeluaran - perlengkapan
2024-10-30,Pemasukan,penjualan,454130,Pemasukan - penjualan
2024-12-30,Pemasukan,penjualan,358592,Pemasukan - penjualan
2024-02-10,Pemasukan,penjualan,135755,Pemasukan - penjualan
2024-02-10,Pengeluaran,gaji,496908,Pengeluaran - gaji
2024-05-10,Pemasukan,penjualan,281791,Pemasukan - penjualan
2024-11-14,Pemasukan,penjualan,372803,Pemasukan - penjualan
2024-02-08,Pengeluaran,transportasi,426469,Pengeluaran - transportasi
2024-06-19,Pengeluaran,transportasi,159479,Pengeluaran - transportasi
2024-08-24,Pemasukan,penjualan,148529,Pemasukan - penjualan
2024-09-23,Pemasukan,penjualan,102790,Pemasukan - penjualan
2024-06-24,Pengeluaran,listrik,387456,Pengeluaran - listrik
2024-08-03,Pemasukan,penjualan,14815,Pemasukan - penjualan
2024-09-18,Pengeluaran,bahan baku,353330,Pengeluaran - bahan baku
2024-10-20,Pemasukan,penjualan,319260,Pemasukan - penjualan
2024-06-05,Pemasukan,penjualan,456486,Pemasukan - penjualan
2024-08-12,Pemasukan,penjualan,498580,Pemasukan - penjualan
2024-08-03,Pengeluaran,gaji,470254,Pengeluaran - gaji
2024-07-21,Pengeluaran,transportasi,30558,Pengeluaran - transportasi
2024-05-06,Pengeluaran,listrik,175248,Pengeluaran - listrik
2024-10-13,Pengeluaran,bahan baku,152844,Pengeluaran - bahan baku
2024-10-15,Pengeluaran,bahan baku,376817,Pengeluaran - bahan baku
2024-07-17,Pemasukan,penjualan,444766,Pemasukan - penjualan
2024-04-17,Pengeluaran,gaji,106961,Pengeluaran - gaji
2024-07-18,Pengeluaran,gaji,82273,Pengeluaran - gaji
2024-08-25,Pengeluaran,listrik,247940,Pengeluaran - listrik
2024-06-13,Pengeluaran,transportasi,354626,Pengeluaran - transportasi
2024-07-30,Pemasukan,penjualan,41271,Pemasukan - penjualan
2024-09-19,Pemasukan,penjualan,375478,Pemasukan - penjualan
2024-11-26,Pengeluaran,gaji,78732,Pengeluaran - gaji
2024-11-28,Pengeluaran,bahan baku,45892,Pengeluaran - bahan baku
2024-07-05,Pemasukan,penjualan,196473,Pemasukan - penjualan
2024-10-14,Pemasukan,penjualan,240929,Pemasukan - penjualan
2024-05-04,Pengeluaran,bahan baku,96387,Pengeluaran - bahan baku
2024-09-22,Pemasukan,penjualan,394413,Pemasukan - penjualan
2024-03-27,Pengeluaran,bahan baku,463066,Pengeluaran - bahan baku
2024-04-12,Pemasukan,penjualan,220716,Pemasukan - penjualan
2024-05-02,Pemasukan,penjualan,151219,Pemasukan - penjualan
2024-02-16,Pengeluaran,bahan baku,156396,Pengeluaran - bahan baku
2024-07-06,Pemasukan,penjualan,281647,Pemasukan - penjualan
2024-07-15,Pengeluaran,gaji,113700,Pengeluaran - gaji
2024-09-26,Pemasukan,penjualan,117489,Pemasukan - penjualan
2024-05-06,Pengeluaran,perlengkapan,489920,Pengeluaran - perlengkapan
2024-05-03,Pengeluaran,bahan baku,114591,Pengeluaran - bahan baku
2024-07-05,Pemasukan,penjualan,125291,Pemasukan - penjualan
2024-09-09,Pemasukan,penjualan,203017,Pemasukan - penjualan
2024-12-07,Pemasukan,penjualan,103040,Pemasukan - penjualan
2024-01-22,Pemasukan,penjualan,333322,Pemasukan - penjualan
2024-01-16,Pemasukan,penjualan,165151,Pemasukan - penjualan
2024-08-28,Pemasukan,penjualan,343225,Pemasukan - penjualan
2024-12-20,Pemasukan,penjualan,265017,Pemasukan - penjualan
2024-05-09,Pemasukan,penjualan,208797,Pemasukan - penjualan
2024-10-19,Pemasukan,penjualan,295602,Pemasukan - penjualan
2024-03-30,Pemasukan,penjualan,75681,Pemasukan - penjualan
2024-04-02,Pemasukan,penjualan,423373,Pemasukan - penjualan
2024-01-03,Pengeluaran,listrik,241746,Pengeluaran - listrik
2024-03-20,Pengeluaran,perlengkapan,125323,Pengeluaran - perlengkapan
2024-11-26,Pemasukan,penjualan,146762,Pemasukan - penjualan
2024-01-28,Pengeluaran,bahan baku,132313,Pengeluaran - bahan baku
2024-02-05,Pemasukan,penjualan,398180,Pemasukan - penjualan
2024-02-20,Pemasukan,penjualan,356559,Pemasukan - penjualan
2024-02-09,Pengeluaran,listrik,75802,Pengeluaran - listrik
2024-02-10,Pemasukan,penjualan,336915,Pemasukan - penjualan
2024-05-29,Pengeluaran,gaji,248292,Pengeluaran - gaji
2024-02-28,Pengeluaran,gaji,182043,Pengeluaran - gaji
2024-04-30,Pengeluaran,bahan baku,338755,Pengeluaran - bahan baku
2024-09-20,Pengeluaran,perlengkapan,451386,Pengeluaran - perlengkapan
2024-02-28,Pengeluaran,bahan baku,304631,Pengeluaran - bahan baku
2024-08-02,Pengeluaran,transportasi,118409,Pengeluaran - transportasi
2024-10-17,Pengeluaran,listrik,264413,Pengeluaran - listrik
2024-03-08,Pengeluaran,gaji,455148,Pengeluaran - gaji
2024-05-02,Pemasukan,penjualan,21469,Pemasukan - penjualan
2024-04-11,Pemasukan,penjualan,364144,Pemasukan - penjualan
2024-01-15,Pengeluaran,gaji,260776,Pengeluaran - gaji
2024-08-05,Pemasukan,penjualan,264456,Pemasukan - penjualan
2024-02-10,Pemasukan,penjualan,373009,Pemasukan - penjualan
2024-06-14,Pemasukan,penjualan,210493,Pemasukan - penjualan
2024-10-04,Pemasukan,penjualan,200625,Pemasukan - penjualan
2024-12-08,Pengeluaran,bahan baku,444975,Pengeluaran - bahan baku
2024-11-08,Pemasukan,penjualan,471178,Pemasukan - penjualan
2024-10-13,Pemasukan,penjualan,139500,Pemasukan - penjualan
2024-08-26,Pemasukan,penjualan,185017,Pemasukan - penjualan
2024-10-03,Pemasukan,penjualan,217549,Pemasukan - penjualan
2024-02-13,Pengeluaran,gaji,297064,Pengeluaran - gaji
2024-04-06,Pengeluaran,gaji,302073,Pengeluaran - gaji
2024-01-24,Pemasukan,penjualan,319260,Pemasukan - penjualan
2024-09-06,Pemasukan,penjualan,115848,Pemasukan - penjualan
2024-01-03,Pemasukan,penjualan,97995,Pemasukan - penjualan
2024-01-07,Pengeluaran,perlengkapan,133347,Pengeluaran - perlengkapan
2024-09-24,Pemasukan,penjualan,390721,Pemasukan - penjualan
2024-08-14,Pengeluaran,listrik,182458,Pengeluaran - listrik
2024-10-09,Pemasukan,penjualan,398040,Pemasukan - penjualan
2024-10-29,Pengeluaran,bahan baku,213850,Pengeluaran - bahan baku
2024-02-19,Pengeluaran,perlengkapan,406055,Pengeluaran - perlengkapan
2024-09-14,Pengeluaran,bahan baku,338464,Pengeluaran - bahan baku
2024-08-11,Pemasukan,penjualan,403181,Pemasukan - penjualan
2024-04-24,Pengeluaran,bahan baku,359833,Pengeluaran - bahan baku
2024-01-18,Pengeluaran,bahan baku,340101,Pengeluaran - bahan baku
2024-03-25,Pengeluaran,perlengkapan,299557,Pengeluaran - perlengkapan
2024-07-08,Pengeluaran,transportasi,148899,Pengeluaran - transportasi
2024-10-20,Pemasukan,penjualan,85616,Pemasukan - penjualan
2024-09-21,Pemasukan,penjualan,21553,Pemasukan - penjualan
2024-05-12,Pengeluaran,gaji,253808,Pengeluaran - gaji
2024-11-05,Pemasukan,penjualan,387005,Pemasukan - penjualan
2024-10-05,Pemasukan,penjualan,414904,Pemasukan - penjualan
2024-02-07,Pengeluaran,listrik,485299,Pengeluaran - listrik
2024-10-22,Pengeluaran,transportasi,152572,Pengeluaran - transportasi
2024-10-29,Pengeluaran,perlengkapan,436250,Pengeluaran - perlengkapan
2024-04-22,Pengeluaran,bahan baku,275389,Pengeluaran - bahan baku
2024-01-11,Pemasukan,penjualan,54466,Pemasukan - penjualan
2024-09-23,Pengeluaran,transportasi,230313,Pengeluaran - transportasi
2024-04-04,Pengeluaran,transportasi,465813,Pengeluaran - transportasi
2024-05-25,Pengeluaran,bahan baku,387208,Pengeluaran - bahan baku
2024-05-15,Pemasukan,penjualan,208657,Pemasukan - penjualan
2024-04-26,Pengeluaran,gaji,213067,Pengeluaran - gaji
2024-01-20,Pemasukan,penjualan,326066,Pemasukan - penjualan
2024-08-05,Pemasukan,penjualan,43462,Pemasukan - penjualan
2024-05-20,Pengeluaran,gaji,424089,Pengeluaran - gaji
2024-10-27,Pemasukan,penjualan,393587,Pemasukan - penjualan
2024-05-05,Pengeluaran,bahan baku,74172,Pengeluaran - bahan baku
2024-05-12,Pemasukan,penjualan,287377,Pemasukan - penjualan
2024-06-21,Pengeluaran,bahan baku,307541,Pengeluaran - bahan baku
2024-03-17,Pemasukan,penjualan,451022,Pemasukan - penjualan
2024-10-27,Pemasukan,penjualan,255285,Pemasukan - penjualan
2024-09-13,Pemasukan,penjualan,31668,Pemasukan - penjualan
2024-01-26,Pengeluaran,transportasi,388683,Pengeluaran - transportasi
2024-06-24,Pengeluaran,transportasi,490237,Pengeluaran - transportasi
2024-08-09,Pemasukan,penjualan,377346,Pemasukan - penjualan
2024-04-27,Pengeluaran,bahan baku,137413,Pengeluaran - bahan baku
2024-09-27,Pemasukan,penjualan,495795,Pemasukan - penjualan
2024-01-08,Pengeluaran,bahan baku,188229,Pengeluaran - bahan baku
2024-09-20,Pengeluaran,gaji,176371,Pengeluaran - gaji
2024-05-06,Pengeluaran,perlengkapan,149080,Pengeluaran - perlengkapan
2024-02-18,Pengeluaran,listrik,497037,Pengeluaran - listrik
2024-03-12,Pengeluaran,listrik,225400,Pengeluaran - listrik
2024-08-29,Pengeluaran,gaji,273895,Pengeluaran - gaji
2024-02-16,Pengeluaran,listrik,329755,Pengeluaran - listrik
2024-11-04,Pemasukan,penjualan,87054,Pemasukan - penjualan
2024-05-15,Pemasukan,penjualan,143468,Pemasukan - penjualan
2024-12-04,Pengeluaran,listrik,117550,Pengeluaran - listrik
2024-12-12,Pengeluaran,gaji,234160,Pengeluaran - gaji
2024-02-09,Pemasukan,penjualan,300179,Pemasukan - penjualan
2024-07-03,Pengeluaran,perlengkapan,366906,Pengeluaran - perlengkapan
2024-10-05,Pemasukan,penjualan,320553,Pemasukan - penjualan
2024-01-21,Pemasukan,penjualan,146245,Pemasukan - penjualan
2024-12-12,Pengeluaran,bahan baku,495331,Pengeluaran - bahan baku
2024-04-30,Pengeluaran,gaji,464872,Pengeluaran - gaji
2024-01-09,Pengeluaran,listrik,443864,Pengeluaran - listrik
2024-11-30,Pemasukan,penjualan,281223,Pemasukan - penjualan
2024-02-21,Pengeluaran,perlengkapan,88763,Pengeluaran - perlengkapan
2024-11-10,Pemasukan,penjualan,96415,Pemasukan - penjualan
2024-12-25,Pemasukan,penjualan,100679,Pemasukan - penjualan
2024-04-18,Pemasukan,penjualan,180431,Pemasukan - penjualan
2024-03-20,Pengeluaran,bahan baku,451151,Pengeluaran - bahan baku
2024-09-28,Pengeluaran,perlengkapan,484186,Pengeluaran - perlengkapan
2024-11-11,Pengeluaran,listrik,243846,Pengeluaran - listrik
2024-02-15,Pemasukan,penjualan,313805,Pemasukan - penjualan
2024-09-04,Pemasukan,penjualan,294471,Pemasukan - penjualan
2024-07-21,Pemasukan,penjualan,246602,Pemasukan - penjualan
2024-02-26,Pemasukan,penjualan,127218,Pemasukan - penjualan
2024-05-04,Pemasukan,penjualan,132301,Pemasukan - penjualan
2024-08-08,Pengeluaran,bahan baku,295286,Pengeluaran - bahan baku
2024-01-22,Pemasukan,penjualan,367251,Pemasukan - penjualan
2024-11-16,Pengeluaran,gaji,373790,Pengeluaran - gaji
2024-04-28,Pengeluaran,bahan baku,146254,Pengeluaran - bahan baku
2024-11-23,Pemasukan,penjualan,244033,Pemasukan - penjualan
2024-12-02,Pengeluaran,gaji,61143,Pengeluaran - gaji
2024-08-09,Pengeluaran,bahan baku,155108,Pengeluaran - bahan baku
2024-08-01,Pengeluaran,gaji,71230,Pengeluaran - gaji
2024-08-09,Pengeluaran,listrik,270376,Pengeluaran - listrik
2024-02-08,Pemasukan,penjualan,457894,Pemasukan - penjualan
2024-01-27,Pengeluaran,bahan baku,397676,Pengeluaran - bahan baku
2024-02-27,Pengeluaran,perlengkapan,355805,Pengeluaran - perlengkapan
2024-03-20,Pemasukan,penjualan,140909,Pemasukan - penjualan
2024-01-03,Pemasukan,penjualan,450759,Pemasukan - penjualan
2024-10-15,Pengeluaran,perlengkapan,227421,Pengeluaran - perlengkapan
2024-09-21,Pengeluaran,gaji,380476,Pengeluaran - gaji
2024-03-10,Pengeluaran,perlengkapan,484531,Pengeluaran - perlengkapan
2024-11-09,Pemasukan,penjualan,40514,Pemasukan - penjualan
2024-09-29,Pengeluaran,gaji,377196,Pengeluaran - gaji
2024-10-24,Pengeluaran,gaji,229470,Pengeluaran - gaji
2024-02-18,Pemasukan,penjualan,259907,Pemasukan - penjualan
2024-02-18,Pengeluaran,bahan baku,278905,Pengeluaran - bahan baku
2024-05-30,Pemasukan,penjualan,318265,Pemasukan - penjualan
2024-03-25,Pemasukan,penjualan,54800,Pemasukan - penjualan
2024-02-20,Pengeluaran,perlengkapan,381343,Pengeluaran - perlengkapan
2024-11-20,Pemasukan,penjualan,218405,Pemasukan - penjualan
2024-04-02,Pengeluaran,bahan baku,343091,Pengeluaran - bahan baku
2024-07-27,Pemasukan,penjualan,285153,Pemasukan - penjualan
2024-03-16,Pemasukan,penjualan,407214,Pemasukan - penjualan
